city,area,rooms,bathroom,parking_spaces,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),total_(BRL)
4,250,3,4,3,0,1,1610,6000,1089,77,9.079889942592118
4,200,3,2,2,0,1,2573,10000,1121,127,9.533944453604027
0,312,4,3,3,0,1,1498,2300,463,31,8.36474106822456
4,230,5,5,3,0,1,0,9900,620,149,9.275285060616564
4,72,2,2,2,0,1,750,2480,209,32,8.15248607578024
4,55,2,1,0,0,0,620,2400,24,31,8.031385330625534
3,72,2,2,1,1,0,914,3600,133,47,8.454253391642363
4,50,2,1,0,0,1,0,1200,83,19,7.172424577124845
4,17,1,1,0,0,1,0,2700,5,35,7.916078096302786
0,160,3,3,2,0,1,150,2400,263,32,7.953669778649798
4,214,4,4,3,0,1,2638,6520,1187,83,9.25253742067597
3,65,1,1,0,0,1,300,1800,30,24,7.675546002537848
4,136,3,2,1,1,0,1300,6500,267,47,9.00146947994869
2,70,2,2,1,0,1,440,1900,57,28,7.793999089503996
2,38,1,1,0,0,1,340,650,350,10,7.208600337960199
4,450,8,5,5,0,1,0,8000,1000,121,9.118444357271645
3,67,2,1,1,0,1,1217,2200,130,29,8.182279739259018
4,20,1,1,0,1,1,0,1100,35,14,7.047517221357296
4,41,1,1,0,0,1,290,1530,60,20,7.550135342488429
4,50,2,1,1,0,1,500,1550,7,20,7.639161171659173
4,205,3,3,3,0,1,0,5525,575,84,8.729882284826589
4,100,3,2,1,0,1,0,3300,500,50,8.25608813381491
4,190,3,4,4,0,0,2849,15000,1160,191,9.862717639992917
0,45,2,1,0,0,1,0,1350,0,23,7.2254814727822945
1,57,1,1,1,0,1,605,800,66,11,7.301822342137932
2,88,1,2,2,0,1,340,1600,40,24,7.60339933974067
4,70,1,1,1,0,0,459,3400,80,44,8.290041618704489
4,76,2,2,0,0,0,646,2800,0,36,8.155649270366002
3,36,1,1,0,0,1,450,1370,29,18,7.532623618788788
2,61,2,2,2,0,1,445,2500,42,37,8.014666370464942
4,280,4,3,6,0,0,0,12500,706,188,9.502338118495565
4,480,5,6,3,0,1,0,5000,1000,76,8.712266432135355
1,45,1,1,1,0,0,0,1950,0,25,7.588829878307813
4,42,1,1,0,0,0,1290,1500,184,20,8.00469951054955
2,62,2,1,0,0,1,352,736,28,11,7.028201432058005
4,38,2,1,0,0,1,90,1500,0,20,7.384610383176974
4,44,1,1,1,1,0,578,2400,0,31,8.009695357742922
4,75,3,2,2,0,1,630,2800,167,36,8.198089248956116
3,66,2,1,1,0,1,650,1250,0,17,7.559038255443384
4,125,3,3,2,0,1,0,2800,38,43,7.966239776559467
1,62,2,1,2,0,1,609,1500,90,20,7.705262474866325
4,77,2,1,1,0,1,1148,3100,464,40,8.46653127661401
4,136,2,4,2,0,1,1540,4800,242,61,8.801469470733185
4,200,4,2,1,0,1,2115,5000,328,64,8.9237243977064
4,35,1,1,0,1,1,250,1305,0,17,7.360739903058278
4,250,4,3,2,0,0,10,4500,100,68,8.450839690866216
4,90,2,2,2,0,0,0,4100,0,62,8.333991247194975
1,72,2,2,1,0,1,480,850,9,11,7.208600337960199
4,168,3,3,5,0,1,1675,3500,184,45,8.595079730073309
2,360,3,4,3,0,0,4000,13200,500,193,9.792053072089823
1,38,1,1,1,0,1,500,740,30,10,7.155396301896734
4,23,1,1,1,0,1,487,2300,59,30,7.964503363551548
2,440,3,3,3,1,1,100,10500,84,154,9.291090521661292
4,120,3,3,2,0,0,1200,3500,109,45,8.487764380725425
3,90,2,2,0,0,1,830,2500,84,33,8.145549631783584
2,125,4,2,0,0,1,1006,1632,150,14,7.938445551164788
4,200,3,4,3,0,0,1800,5058,1200,65,9.002577922700276
4,190,3,3,2,0,1,1800,3260,292,42,8.593227877692234
0,123,3,2,1,0,1,363,2600,143,35,8.052614818815567
1,53,2,1,1,0,1,284,2000,41,26,7.763021309018518
3,70,2,1,1,0,1,560,2180,60,29,7.948031990637284
4,90,2,2,2,0,0,1500,12200,454,155,9.568783751310876
4,95,3,2,0,0,1,0,1590,0,24,7.387090235656757
1,74,3,1,1,0,1,474,900,40,12,7.2633296174768365
4,64,1,1,1,1,1,620,3600,0,46,8.358666283188
4,155,4,5,3,1,1,1850,6000,625,77,9.054037377580782
3,125,3,1,2,1,1,1000,2200,159,29,8.128290171607052
4,40,1,1,1,0,0,350,1580,25,21,7.589335823170617
2,350,3,2,4,0,0,0,6522,492,116,8.872206756028303
0,417,3,5,8,0,1,0,7650,450,126,9.01517670716893
2,350,4,4,4,0,1,0,6000,192,107,8.748304912379623
4,40,1,1,1,1,1,440,2800,100,36,8.124743020385568
4,30,1,1,1,1,0,668,3500,127,45,8.375860015299594
4,142,3,4,2,0,1,1100,4500,375,58,8.705165419719007
2,110,3,3,2,0,0,1300,4000,300,59,8.641179171197228
4,100,4,4,1,0,1,0,10000,9,151,9.22631214148588
4,377,5,4,3,0,1,0,8000,900,121,9.107421317968342
4,230,2,3,3,0,0,2575,8000,633,102,9.33353098253138
4,35,1,1,0,1,0,450,1800,91,7,7.761744984658913
4,32,1,1,1,0,1,533,2900,0,37,8.152198015861787
4,74,2,1,1,0,1,569,2024,71,8,7.890956716138919
4,147,2,3,4,0,1,2600,1200,375,16,8.340933226000878
4,35,1,1,0,0,0,480,2500,60,32,8.030409562130485
3,26,1,1,0,0,0,630,1500,84,20,7.711996507047669
4,70,2,2,1,0,0,517,1700,5,22,7.716460800176355
4,150,3,3,3,0,0,1800,2800,740,36,8.589885876809678
4,200,3,3,2,0,1,0,8000,292,121,9.037652264150466
1,60,1,1,1,0,1,583,1100,49,14,7.465655310134056
4,250,4,5,3,0,1,1700,2550,334,33,8.43771698991444
4,44,1,2,0,1,0,3300,3300,126,42,8.820108644508608
4,250,7,5,2,0,0,0,6000,0,91,8.714731714015052
4,157,3,2,0,0,1,1325,4500,347,58,8.737292112544221
4,97,2,2,0,0,1,1200,5600,0,71,8.835210463664092
0,548,4,7,6,0,1,5905,15000,2484,200,10.068620562346831
4,28,1,1,0,0,1,0,1325,0,17,7.202661196523238
4,250,3,4,0,0,0,2000,10000,1667,127,9.531771484474337
0,193,4,2,2,0,1,0,8900,255,146,9.137984709784043
0,428,5,5,4,0,0,0,9600,667,158,9.25253742067597
4,50,2,1,0,1,1,200,950,0,13,7.059617628291383
4,135,2,3,2,1,1,2000,12300,542,156,9.61587214452889
3,103,2,2,1,0,1,530,1600,221,21,7.771910256435763
1,103,3,2,2,0,1,1500,1360,292,18,8.061802274538348
4,80,3,2,1,0,1,740,1500,150,20,7.787796878181171
4,160,3,3,2,0,1,1229,4000,390,51,8.643120748014027
4,238,4,3,4,0,1,2980,10200,1816,130,9.62450089845157
0,500,7,4,4,0,1,0,5500,167,91,8.658519127506672
4,580,5,5,4,0,1,9900,15000,2200,191,10.214312256490171
4,80,1,1,0,0,1,0,1370,50,21,7.273786317844895
4,210,4,5,3,0,0,2620,2975,1184,38,8.827321452697849
2,106,3,3,1,0,1,900,2250,186,33,8.122668023346407
3,30,1,1,0,0,1,500,1200,21,16,7.460490305825338
4,156,3,2,1,0,1,0,2000,147,31,7.68662133494462
4,60,1,1,1,0,1,0,1250,0,19,7.146772179452637
4,200,3,4,0,0,1,3672,3600,780,46,8.99949587624899
4,70,2,2,0,0,1,280,1000,138,13,7.266827347520591
4,177,4,5,4,0,1,1500,9200,959,117,9.37424334324612
4,103,3,3,2,0,1,735,2500,19,38,8.099554282376364
4,440,4,4,4,0,1,0,12000,2500,181,9.59430941973946
4,65,2,1,1,0,0,600,1700,92,22,7.789454566086673
0,260,5,3,3,0,1,2000,4000,487,54,8.785998208098329
4,200,4,4,6,0,1,0,4320,375,65,8.46821300919452
4,96,3,2,1,0,1,1122,3050,231,39,8.399085102935908
4,68,2,2,1,0,0,690,2900,137,37,8.233503140233994
0,300,5,5,5,1,1,0,4500,450,74,8.522180732927277
4,34,1,1,0,0,1,305,750,27,10,6.996681488176539
1,398,5,6,0,0,1,3500,8500,700,108,9.458059455856434
0,100,1,1,0,0,1,0,2600,0,35,7.877017895622398
0,176,4,5,3,0,0,2136,6500,704,87,9.151439264056021
0,90,2,2,2,1,0,500,4000,250,54,8.477412321404392
0,680,7,6,8,0,1,0,8000,428,132,9.054972284742485
0,220,4,3,0,0,0,3000,15000,1138,200,9.86998247397873
4,110,2,2,2,1,1,0,2120,174,32,7.752335163302292
4,180,3,2,1,0,0,1260,5500,255,70,8.865876285425417
4,36,1,1,1,0,1,410,1800,93,8,7.7458682297922685
0,450,4,4,4,0,1,2394,12700,836,170,9.686636660844938
3,103,3,2,0,0,1,812,3300,336,43,8.410053315858335
2,101,2,2,2,0,1,480,1800,500,27,7.940227765145702
4,196,4,4,0,0,1,2450,6000,1458,77,9.208939391060555
3,28,1,1,0,0,1,495,1980,68,26,7.851661177889265
4,260,3,4,4,0,1,0,4500,0,68,8.427049641563272
4,330,4,2,5,0,1,0,1870,400,29,7.7406644019172415
3,70,3,2,1,0,1,607,1189,96,16,7.554334823725748
3,33,1,1,0,0,1,500,1200,13,16,7.455876687491824
4,160,3,3,2,0,1,2200,10500,505,134,9.498597279178806
4,60,2,1,1,0,1,506,1350,42,18,7.558516743045645
4,36,1,1,1,0,1,130,1379,99,10,7.389563953677635
4,20,1,1,0,0,0,0,2060,0,27,7.643961949002529
2,70,2,1,0,0,1,375,750,26,11,7.0587581525186645
4,180,3,4,4,0,0,0,4700,2,71,8.470939806898775
4,105,3,3,1,0,1,980,2150,0,28,8.058010800802085
4,275,4,5,4,0,1,4200,9700,1334,123,9.639587108749145
0,450,2,2,5,0,1,0,1512,71,25,7.3833681469923835
1,360,4,6,4,0,1,864,7700,300,116,9.10286651367095
4,140,2,2,1,1,0,700,1900,150,25,7.9287663216266955
4,900,3,5,8,0,1,0,8000,2250,121,9.246768728589734
2,152,3,5,3,0,1,1600,6000,321,88,8.988446040062405
4,280,3,4,3,0,0,0,8000,500,121,9.06207235530708
4,230,4,4,3,1,1,2564,2500,934,32,8.704668113450987
1,92,3,2,3,0,1,700,2100,167,27,8.00469951054955
0,58,1,1,1,0,1,0,1100,34,19,7.050989447068045
1,41,2,1,1,1,1,248,1193,0,16,7.284820912568604
4,206,4,4,3,0,1,1890,12000,917,153,9.613202094214232
1,214,3,3,2,0,1,2016,5900,227,75,9.0142038261485
4,110,2,2,1,0,1,1286,1710,0,22,8.012680929706839
0,100,2,1,0,0,1,0,777,25,13,6.704414354964107
0,80,2,2,1,0,1,250,1200,0,16,7.2909747781429814
0,311,3,4,3,1,1,3075,13000,1753,174,9.798182590890704
4,200,2,3,2,0,0,1700,15000,667,191,9.773435813175855
1,96,3,2,2,0,1,800,3200,189,41,8.350193650720067
3,140,4,2,1,1,1,1700,6000,380,78,9.0068768914288
4,138,3,3,2,0,1,1100,7070,382,90,9.064505023752638
4,140,3,3,1,0,0,2200,3900,359,50,8.781094735202615
3,60,2,2,1,1,1,592,1250,0,17,7.528331766707247
4,40,1,1,0,1,1,0,600,34,10,6.4692503167957724
4,178,3,4,4,0,0,2700,10200,667,130,9.525224101853109
4,140,3,3,2,0,0,0,4900,25,74,8.517193191416238
4,72,2,1,0,0,1,864,1020,0,13,7.5485559791698735
4,117,2,1,1,1,0,720,2700,11,35,8.151044945685024
4,35,1,1,1,0,1,0,977,30,13,6.928537818164665
2,42,1,1,0,0,0,360,890,0,13,7.142036574706803
0,29,1,1,0,0,1,0,1100,8,15,7.024649030453636
4,130,2,1,0,0,1,650,2150,9,28,7.950854857719988
3,100,3,2,1,0,1,2350,5000,333,65,8.95531908176395
3,39,1,1,0,0,1,450,609,44,8,7.013915474810528
4,61,1,1,0,1,1,394,1600,0,21,7.60887062919126
1,750,4,5,5,1,1,0,10400,667,157,9.325542301664866
0,142,4,3,2,0,1,900,2700,277,36,8.272315147956022
1,650,4,4,8,0,1,0,7500,200,113,8.963672275615016
4,69,2,2,0,0,1,0,1700,73,26,7.495541943884256
4,100,2,2,4,0,1,0,2600,46,40,7.8961806086154915
0,300,4,2,2,0,1,1750,8000,500,107,9.245804036251752
4,190,3,4,3,0,0,1700,2740,900,35,8.589699882202986
3,115,2,2,0,0,1,950,4500,2731,58,9.016755622903517
1,119,3,1,1,0,1,926,1200,100,16,7.715569534520208
4,100,2,3,1,0,0,1200,1890,42,24,8.057377488557991
4,55,2,1,1,0,1,400,1087,0,14,7.31455283232408
4,44,1,1,1,0,0,724,3000,89,39,8.256607344626158
4,316,4,6,4,0,0,4767,8000,1963,102,9.604474863741963
4,83,2,3,2,0,1,200,3500,167,53,8.27410200229233
0,1000,5,7,8,0,1,0,14980,1904,246,9.748644966730458
4,150,3,2,1,0,1,1172,4800,0,61,8.705165419719007
4,53,2,1,1,0,1,450,4200,42,54,8.465268118551318
4,49,2,1,1,0,1,400,970,4,13,7.23561914106675
1,185,3,3,2,0,1,1200,2200,100,28,8.16876982367527
3,40,1,1,0,0,1,0,1200,20,19,7.122866658599083
4,65,2,1,0,0,1,654,1140,9,15,7.506042178518122
4,67,3,2,1,1,1,496,1560,72,20,7.67275789664251
4,46,1,1,1,0,1,500,2200,35,28,7.92443418488756
1,205,3,2,1,0,1,950,2200,156,28,8.112227958349724
2,550,5,5,3,0,1,0,9000,500,160,9.17585244151751
1,50,1,1,1,0,1,393,650,33,9,6.990256500493881
4,266,4,5,4,0,1,2900,10900,1167,139,9.62317823441376
3,280,3,2,2,0,0,3140,8000,1126,104,9.423110302862831
4,1600,6,6,6,0,0,0,7600,1834,115,9.164296433474776
4,70,1,1,0,0,1,760,2400,156,31,8.116118431609365
4,84,3,2,2,1,1,700,2340,250,30,8.108021221376747
0,40,1,1,0,1,1,496,1000,116,14,7.394493107219038
3,117,3,2,1,0,1,750,4110,384,53,8.575084669832014
4,68,2,2,2,0,0,1030,3430,236,44,8.464003362902119
0,140,2,2,2,0,0,692,2800,104,38,8.19836438996762
4,450,4,2,3,0,1,0,13000,1000,196,9.561067663645012
2,44,1,2,0,0,1,140,1350,100,20,7.384610383176974
4,40,1,1,1,0,0,686,3200,52,41,8.289037098278483
4,70,1,2,1,0,0,1300,8250,209,105,9.196748418456716
4,50,1,2,0,0,1,0,900,50,14,6.872128101338986
0,405,2,3,0,0,1,3500,4000,699,54,9.018453210312527
4,75,2,2,1,0,1,700,3160,165,41,8.310660905907225
0,80,3,3,1,0,1,560,1501,0,20,7.641084249174914
4,450,4,5,6,0,1,0,12000,1334,181,9.511999311358759
4,225,4,5,4,0,0,1600,7106,0,91,9.082279701908664
4,250,3,2,3,0,0,2500,15000,1084,191,9.840600999480937
4,60,2,1,1,1,1,965,2200,165,28,8.119398589612294
4,31,1,1,1,1,0,1500,3400,150,44,8.536014945656826
4,100,3,1,3,0,1,0,2000,164,31,7.694392802629421
0,20,1,1,0,1,1,420,1050,79,14,7.355001921105257
4,200,3,4,8,0,1,0,7000,25,106,8.872346978983032
1,50,1,1,1,0,1,780,1690,62,22,7.845807502637805
4,61,3,2,2,0,1,712,2200,90,28,8.016647877057803
4,200,3,4,2,0,1,4475,9800,820,125,9.630431332279667
0,100,2,2,0,0,1,0,11000,100,181,9.33087517360492
4,365,4,5,6,0,1,3722,13900,2588,177,9.922848906014748
4,38,1,1,0,0,1,414,3000,64,39,8.165647925297504
3,49,2,1,0,0,1,362,1350,58,18,7.489412083508719
4,207,3,5,4,0,1,2400,12000,934,153,9.648014489106362
1,82,3,2,1,0,1,825,1500,142,20,7.81923445385907
4,400,5,4,3,0,1,0,4000,250,61,8.369157112588834
3,170,4,2,2,0,1,2420,9000,834,116,9.423110302862831
2,105,3,2,2,0,0,370,2890,217,43,8.166500319155052
4,383,4,4,5,0,1,2189,3004,709,39,8.689801056022553
4,168,3,3,3,0,1,1605,2700,322,35,8.44741429680832
4,53,2,2,1,0,0,1940,2400,389,31,8.46821300919452
2,320,4,3,2,0,1,0,4500,125,80,8.456593569287309
4,300,3,4,3,0,1,3500,9900,834,126,9.57227147806062
1,100,3,2,3,0,1,0,2200,0,34,7.711996507047669
4,40,1,1,0,0,1,0,900,80,12,6.900730664045173
4,180,3,1,0,0,1,0,2500,334,38,7.96311205897929
4,257,4,5,4,0,0,2730,7500,1107,96,9.344084242025778
4,178,2,4,2,0,1,2300,7000,891,89,9.238052810542719
4,179,3,3,0,1,0,1828,12000,472,153,9.57851889529833
2,64,2,1,0,0,1,300,1750,42,26,7.6586995582682995
2,60,2,1,0,0,1,326,990,25,15,7.213031659834869
4,55,1,1,1,1,1,696,2200,148,28,8.030409562130485
4,50,1,1,0,1,1,470,1970,0,25,7.81035268372429
4,82,3,2,2,1,1,470,1994,0,26,7.820439515262181
3,60,1,1,1,0,1,650,1210,106,16,7.592366128519796
2,40,1,1,1,1,0,1300,1200,68,18,7.8582541821860294
1,230,4,4,8,0,1,0,5100,320,77,8.612139668725192
4,73,2,1,1,0,1,680,1300,20,17,7.609862200913554
4,79,2,2,1,0,0,600,2000,75,26,7.9017475185201445
4,230,3,4,2,0,1,2000,4800,292,61,8.875426919818963
3,214,3,3,3,0,1,3575,14000,1050,181,9.842197084093021
4,120,2,1,0,0,1,0,1500,90,23,7.3864708488298945
4,200,4,2,1,1,1,0,2500,334,38,7.96311205897929
2,85,3,2,2,1,0,940,3300,102,49,8.387539983189367
4,45,1,1,1,1,0,3000,5520,0,70,9.058470422638056
2,30,1,1,0,0,1,198,755,22,12,6.895682697747868
4,57,2,2,1,0,1,476,2300,0,30,7.939871576361883
4,500,4,7,3,0,1,0,15000,2500,226,9.783069799056989
4,322,4,5,5,0,0,2700,15000,1875,191,9.89197149657488
4,20,1,1,0,1,1,224,1530,0,20,7.4815557019095165
2,100,2,2,1,1,1,0,1346,0,24,7.223295679562314
4,620,4,6,4,0,1,8133,15000,4520,191,10.234265033343494
2,240,4,3,5,0,1,0,2500,120,45,7.888334500738654
4,95,3,2,2,0,1,900,7000,142,89,9.003562174748238
4,35,1,1,1,0,1,542,2100,99,27,7.926241523170962
0,325,5,4,7,0,0,0,8900,417,146,9.155250405658222
4,58,3,1,1,0,0,456,2800,21,36,8.105911197986508
4,200,4,4,3,1,1,1400,9000,1000,115,9.351926736038054
4,92,3,2,2,0,1,1407,1100,250,14,7.927324360309794
0,65,2,1,1,0,1,450,1545,94,7,7.64826303090192
1,57,2,1,0,0,1,378,800,31,11,7.107425474110705
4,50,2,1,1,0,1,400,1600,0,21,7.611842399580417
4,165,4,5,2,0,0,2500,9500,315,121,9.42875274891449
3,70,2,1,1,0,1,900,1900,122,25,7.988882253309227
4,230,4,3,1,1,1,2400,4000,513,51,8.848652886213905
3,34,1,1,0,1,0,820,2000,114,26,7.993282328101591
3,25,1,1,0,1,1,0,660,0,11,6.51025834052315
4,50,2,1,1,0,1,0,1800,0,23,7.508787170634276
2,120,3,2,2,0,0,700,2975,155,44,8.262300941787448
2,60,2,1,1,0,1,0,1400,96,25,7.3277805384216315
4,67,2,2,1,0,1,980,2240,215,29,8.150467911624004
4,22,1,1,0,0,1,384,2100,40,27,7.844632644464681
4,197,3,1,2,0,1,0,2100,290,32,7.792761720816526
2,105,3,3,1,0,0,1300,2300,130,34,8.233503140233994
4,80,2,2,1,1,1,0,1556,0,8,7.355641102974253
0,140,4,2,2,1,1,820,2500,253,34,8.190908881182514
3,70,2,2,1,0,1,1200,4000,184,52,8.600982717145921
2,383,5,5,4,0,1,0,10000,250,178,9.25253742067597
4,172,3,4,3,0,1,1650,9000,900,115,9.364862411412354
2,57,2,2,1,1,1,425,1800,75,27,7.752764808851328
4,32,1,1,1,0,1,1800,2000,416,26,8.353025845202325
0,341,10,6,7,0,1,0,5500,459,91,8.707978826622321
0,600,5,6,8,0,0,0,10500,642,173,9.334414687078109
4,43,2,1,1,1,1,307,2000,18,26,7.763021309018518
1,98,3,2,1,0,1,727,1233,84,16,7.630946580890459
4,36,2,1,0,0,1,590,1790,0,23,7.784889295655098
3,42,1,1,0,0,0,500,2800,79,37,8.136518252115291
1,120,3,3,3,1,1,700,2700,167,35,8.189522110748094
3,78,2,2,1,0,1,720,1400,290,19,7.795646536334594
4,113,3,4,2,0,1,1600,4000,591,51,8.739216115061744
4,47,2,1,1,1,1,560,1390,0,18,7.585281078639126
4,60,2,2,1,0,1,478,1300,0,17,7.493317248862145
2,77,2,1,0,1,1,0,1130,25,17,7.067319848653476
2,75,2,2,1,0,1,200,1500,142,22,7.5310163320779155
4,60,3,1,1,0,1,470,1550,0,20,7.621195162809845
4,240,3,4,3,0,1,2100,5800,825,74,9.082507000466299
4,48,1,1,1,0,1,633,3400,114,44,8.340933226000878
0,70,3,1,1,0,1,395,1300,71,18,7.487173694213739
0,345,3,3,0,1,0,0,3500,150,58,8.21851757748959
4,250,4,2,3,1,0,3000,15000,100,191,9.814164414575925
4,158,4,4,3,0,0,1990,3500,589,45,8.720134035412928
2,55,2,1,1,0,0,0,1300,34,24,7.214504414151143
3,80,2,1,1,0,1,866,1820,235,24,7.988203597022576
2,42,1,1,1,0,1,500,2200,50,33,7.931644021454311
4,80,3,3,2,0,1,600,4450,242,57,8.584851839890053
4,50,1,1,0,0,1,519,1550,28,20,7.658227526161352
3,380,4,3,2,0,1,3220,15000,1348,194,9.891465577308802
4,85,2,2,1,0,0,1200,5300,67,68,8.800264651310336
0,120,4,3,2,0,1,0,3250,0,44,8.100161446936607
4,214,4,5,4,0,1,2235,3251,1026,42,8.7879833961978
4,277,4,4,6,0,1,4200,3800,1947,49,9.210040326967182
1,50,2,1,1,0,1,330,1080,0,14,7.261927092702751
0,90,3,2,2,1,1,530,2000,159,27,7.907283609426348
4,287,4,5,2,0,0,0,6000,317,91,8.765458531504226
4,11,1,1,0,1,0,300,2000,42,26,7.7702232041587855
2,62,2,1,1,1,1,485,1620,54,24,7.688913336864796
4,45,1,1,1,1,0,522,3100,120,40,8.23827262463303
2,80,2,1,1,0,1,200,1650,70,25,7.57353126274595
4,115,3,3,2,1,1,1000,4890,234,62,8.73020559553099
2,110,2,2,1,0,0,600,1800,152,27,7.855544677915663
4,162,3,3,2,0,1,1756,7000,367,89,9.128370809108931
3,85,3,2,1,0,1,1250,1800,306,24,8.125926802707886
0,105,4,3,3,0,1,1148,1900,228,26,8.10258642539079
4,180,2,2,5,0,1,1,3000,1,46,8.022568946988255
3,80,2,1,0,0,1,330,831,159,11,7.194436851100335
4,56,2,1,1,0,1,680,2200,11,28,7.979338895262328
4,70,2,1,1,0,1,1049,1200,35,16,7.741099090035366
3,70,1,2,1,1,1,1100,1200,85,16,7.784057002639929
0,75,3,1,1,1,1,482,1000,145,14,7.403670290012373
4,420,4,6,4,0,1,300,6500,417,98,8.897819009510757
4,279,3,3,8,0,0,0,3500,182,53,8.225770799348734
4,160,4,4,2,0,1,0,2400,0,37,7.798933310041217
4,41,1,1,0,0,1,250,1100,0,14,7.21890970761906
4,97,2,2,2,0,1,1400,2200,42,28,8.208219383496834
2,40,1,1,1,0,0,400,1400,36,21,7.527255919373784
4,110,3,2,1,0,0,1217,3600,215,46,8.532869670801245
0,298,4,3,2,0,0,330,2500,300,34,8.059908334578276
0,87,4,2,2,0,1,370,1600,160,22,7.674617497364363
4,150,5,5,4,1,0,1800,3700,917,47,8.774158291205957
4,113,3,2,2,0,1,1750,2975,359,38,8.541495483939203
0,293,6,2,3,0,1,0,2600,138,43,7.930925372483388
4,90,3,2,2,0,1,1017,2000,165,26,8.073714641109857
0,305,4,3,3,0,1,2500,9000,660,120,9.415808631610384
1,50,2,1,1,1,1,0,1040,277,14,7.194436851100335
4,150,3,3,2,0,1,0,3300,135,50,8.156510226079966
2,367,3,4,4,1,1,7000,15000,1032,220,10.054103420843255
3,50,2,1,0,0,0,505,2350,64,31,7.989899374942939
4,230,3,4,3,1,1,3200,8000,1167,102,9.431161227920747
4,125,3,3,1,0,0,1600,5500,247,70,8.911664758049536
3,140,3,2,1,0,1,1100,1350,95,18,7.849323818040561
4,63,3,2,0,0,1,550,1800,0,23,7.772331575169614
4,110,2,1,1,0,1,975,3300,234,42,8.423321975806166
4,54,2,1,1,0,1,480,1610,0,21,7.655390644826152
2,67,2,1,0,0,1,330,1523,50,23,7.563719668414366
4,296,3,4,4,0,1,1860,8864,0,113,9.291090521661292
0,70,2,1,1,0,1,0,1000,75,17,6.996681488176539
4,50,2,1,0,1,1,50,1100,0,17,7.0630481633881725
4,160,3,2,4,1,1,0,3500,0,53,8.175829008714597
4,60,2,2,1,1,1,460,2200,20,28,7.904334842085095
4,220,3,4,3,0,0,3120,8000,1034,102,9.414178772232386
4,340,4,3,8,0,1,0,13000,1167,196,9.57227147806062
4,52,2,1,0,1,1,50,1150,34,15,7.1308988302963465
0,50,2,1,1,0,1,100,915,63,13,6.9957661563048505
0,60,2,1,0,0,1,290,2200,80,30,7.8636512654486515
4,125,3,3,3,0,1,100,2450,15,37,7.864419904994565
4,36,2,1,0,1,1,0,1080,0,17,7.001245622069476
0,100,3,2,1,0,1,730,1500,120,20,7.771067086065406
4,550,4,7,3,0,0,0,11500,1650,173,9.497097016351463
4,60,3,1,2,1,1,383,1105,0,14,7.315218389752975
1,48,1,1,0,1,1,490,500,17,7,6.922643891475888
4,164,3,3,1,0,0,1795,9000,210,115,9.316590491818841
0,90,3,2,1,0,1,280,1200,100,16,7.3758821482150125
2,78,3,2,1,0,1,450,2800,75,41,8.121777419161074
4,44,2,1,0,0,1,260,1125,0,15,7.244941546337007
0,180,3,3,2,0,1,1500,2950,267,40,8.467582690862903
1,82,3,2,1,0,1,650,1200,100,16,7.584264818389059
4,49,1,1,1,0,0,830,2900,139,37,8.27052509505507
4,400,5,4,5,1,1,0,13970,417,210,9.588160179264023
4,74,2,3,2,0,1,450,3200,40,41,8.224699561967235
4,110,2,1,1,0,1,0,1500,163,23,7.430707082545968
4,58,1,1,1,0,0,475,3500,70,45,8.316544717929398
3,23,1,1,0,1,1,320,1540,0,20,7.53955882930103
3,95,3,2,1,0,1,1061,2500,67,33,8.205764725234456
4,196,4,3,3,1,1,2420,5000,931,64,9.03788993497749
4,70,2,1,0,0,1,0,2300,123,35,7.807510042216193
2,148,2,1,2,0,1,385,1650,880,25,7.9865049385539955
4,70,2,1,0,0,1,1100,1280,0,17,7.7823903355874595
4,30,1,1,1,1,1,610,2300,134,30,8.031060180240619
4,300,3,2,4,0,1,0,2700,250,41,8.003697339094368
4,53,1,1,1,1,0,1132,2600,0,33,8.233768709217097
4,96,3,2,2,0,0,920,3148,81,40,8.340456012916183
4,190,3,4,2,1,1,1764,6000,48,77,8.97335141383992
4,250,3,5,8,0,0,0,6000,7,91,8.715880102296456
0,130,4,1,3,1,1,0,2150,0,36,7.690286020676768
4,250,3,3,6,0,1,0,4250,519,64,8.483429561263428
1,50,1,1,0,0,1,305,650,13,9,6.885509670034818
0,840,5,6,5,0,1,0,8000,511,132,9.064620717626777
3,95,3,3,0,0,1,750,1999,291,26,8.028455164114252
4,33,1,1,0,1,1,250,1305,0,17,7.360739903058278
3,60,2,1,0,0,1,380,1350,0,18,7.466799475018602
4,51,1,1,0,0,0,900,4950,125,63,8.705993714307901
3,200,4,3,2,0,1,1900,8000,756,104,9.283683766200392
4,212,4,5,6,0,1,2850,4500,1067,58,9.04499391938819
0,66,3,1,0,0,1,15,1525,0,26,7.356918242356021
4,150,3,5,2,0,1,1423,3102,452,40,8.520786726926367
3,48,2,1,1,0,1,400,1270,9,17,7.436617265234227
4,90,2,2,1,0,1,0,2500,274,38,7.9420068084898565
2,136,4,3,2,1,1,750,4000,327,59,8.544224530467268
4,40,1,1,1,0,1,557,3000,95,39,8.213923595622743
4,100,1,2,2,1,1,0,1700,0,26,7.454141078146678
4,32,1,1,0,0,1,330,1200,100,16,7.4067107301776405
4,30,1,1,1,0,0,700,3300,9,42,8.306965865368573
4,170,2,2,5,0,1,0,5500,600,83,8.729720590267258
